msno,city,bd,gender,registered_via,registration_init_time,age,registration_date,registration_year,registration_month,transaction_count,avg_plan_days,avg_plan_price,avg_amount_paid,auto_renew_rate,cancel_rate,is_churn
s/hro22JUiAfT/imFRaOIADCRnM+kB0aOWMLEaoqLTo=,6.0,33.0,male,9.0,20040807.0,33.0,2004-08-07,2004.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
s5hcDyqvagsEscuLWDuNsXM3tB7/tALGU5C7BsEADNg=,4.0,0.0,,9.0,20160114.0,,2016-01-14,2016.0,1.0,1.0,410.0,1788.0,1788.0,0.0,0.0,1
1Ab9BdyCTCchVR5tKx8lV5pJgRUG3kYRugSRy8vBzt0=,1.0,0.0,,7.0,20141109.0,,2014-11-09,2014.0,11.0,1.0,30.0,129.0,129.0,1.0,0.0,0
dhas27hmLgj388TGyzzKQ1KONkN33wxQ5wz/SX/KreI=,13.0,22.0,male,9.0,20100110.0,22.0,2010-01-10,2010.0,1.0,1.0,30.0,180.0,180.0,1.0,0.0,0
NN/Kl3JWKDdMw90gf8zEcAZ7XWuWDeaEYYnWHm7W+Sw=,13.0,22.0,female,3.0,20120821.0,22.0,2012-08-21,2012.0,8.0,2.0,30.0,149.0,149.0,1.0,0.0,0
sRcJ6UtBspYoSxQGf5EpA8ghWTGNaYbxNDR9wPkkdlA=,5.0,33.0,male,9.0,20150606.0,33.0,2015-06-06,2015.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
RP+U8vs5btk68mYDf2JwZJFIzvPOb7s41ejg2Bv2h80=,4.0,24.0,male,7.0,20170109.0,24.0,2017-01-09,2017.0,1.0,1.0,30.0,100.0,100.0,1.0,0.0,0
eMqN6W+blQ6AJYhyKas/AlaozdM8eR/YKu9ViED0osc=,13.0,27.0,male,9.0,20091219.0,27.0,2009-12-19,2009.0,12.0,1.0,30.0,149.0,149.0,0.0,0.0,0
zkGmUIEEcM2oybykqHnKhM7vMvAXZHzZoAlalzzxs4M=,1.0,0.0,,7.0,20150910.0,,2015-09-10,2015.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
SUVk4T1Gs/vr+hbflXElyKnHUcdp4OLdwzXWUgwAf7Y=,1.0,0.0,,7.0,20150620.0,,2015-06-20,2015.0,6.0,1.0,30.0,149.0,149.0,1.0,0.0,0
JWX39OJSELl8X2LBQ+O/+gvLu+ZxyD20sKfhneYcZKw=,15.0,0.0,,9.0,20151121.0,,2015-11-21,2015.0,11.0,2.0,30.0,149.0,149.0,1.0,0.0,0
T2vY7Zc1Zzy7K7czgMrKhm8UB9zSvuqQp5z/66HzZcI=,5.0,27.0,male,9.0,20100110.0,27.0,2010-01-10,2010.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
nOf0LSsFJYSG6xWfDMnRnos/67jROFB19xN+BrNztWA=,4.0,0.0,female,7.0,20120720.0,,2012-07-20,2012.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
0VtfLGpTcfR3+3zT+/7LmYMyTM4xfkKCiCvYdgXffeE=,13.0,24.0,male,9.0,20120606.0,24.0,2012-06-06,2012.0,6.0,2.0,30.0,149.0,149.0,1.0,0.0,0
3X+TQj3xlmIkPkzRiqCLZTK8hxy4tFmrgzOpu4UukvQ=,1.0,0.0,,7.0,20170216.0,,2017-02-16,2017.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
PMUgiNoObBmUE8Gc4k/1OWLQLOfV1KqOkog2AGEN1v8=,13.0,43.0,female,7.0,20101013.0,43.0,2010-10-13,2010.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
+M7zWg3e9NXLB8dctLbVBshQbVnMaBCjrcUZhkFc2o0=,1.0,0.0,,7.0,20160512.0,,2016-05-12,2016.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
LJFzVNMJ0KyXLlaP4IPqCiZfGD/6WRNJ+RW1z/B5Wr0=,1.0,0.0,,7.0,20150907.0,,2015-09-07,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
bHi4ju/THcKzx5zz4hal/uCm+K8Ey3YuUZjnNat/nfI=,1.0,0.0,,7.0,20161105.0,,2016-11-05,2016.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
eLKyiNuA65grr6cEFrXh/mC22iO//4Nqhhgh/HBHTlE=,1.0,0.0,,7.0,20150911.0,,2015-09-11,2015.0,9.0,2.0,30.0,99.0,99.0,1.0,0.5,1
hJeQZUIU0pWDUmJyQVgC1+7J9KZQFxW6KVdeahEhMHk=,1.0,0.0,,7.0,20151212.0,,2015-12-12,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
cuJPIHds+lQ56nbq+s+ipR3CImp10UZmtDoSKym/5fI=,1.0,0.0,,7.0,20140227.0,,2014-02-27,2014.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
q1Ypeon5haetCFYHJzHYI5wJS0xRKLYeDL+8X4AgbKI=,1.0,0.0,,7.0,20160916.0,,2016-09-16,2016.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
uSMplM81+grbH8kxah3teTiKL6bKDvOgIKzFivJ0d4g=,22.0,22.0,female,3.0,20120609.0,22.0,2012-06-09,2012.0,6.0,2.0,30.0,149.0,149.0,1.0,0.0,0
xT+xmT6IhEvTHGsulAMb/Ixqu99cXKpoaUlIu4xAeYM=,15.0,26.0,male,9.0,20150616.0,26.0,2015-06-16,2015.0,6.0,,,,,,,1
T14e09sJYeJ2dbPRDFZ8ZZPFtl02S0NJSGdFYBqwhY0=,6.0,34.0,female,7.0,20111219.0,34.0,2011-12-19,2011.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
FQijulJ+eTpaPJ+/CLaV1/Qs3Fgt2Jw1y1vuWA6adQU=,1.0,0.0,,7.0,20160309.0,,2016-03-09,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
nngTtMkfGN3iUjAh0lOwe8tdYDhth0PPLPrvk0dKQLE=,13.0,45.0,female,9.0,20050921.0,45.0,2005-09-21,2005.0,9.0,1.0,30.0,149.0,149.0,1.0,0.0,0
MTXEfzgpmeg4M+84I8sdwKgZmeyKRnukmKa0QvazTbU=,22.0,34.0,male,7.0,20160124.0,34.0,2016-01-24,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
0FhO20edrqAFxeC94anh13IIyeAu7inRGD4ZVkcLABE=,1.0,0.0,,7.0,20151215.0,,2015-12-15,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
wc2drCGibJaO0NKvihqvQwGLyc4XmYkpIMCUJZoK0Tg=,6.0,26.0,female,3.0,20111227.0,26.0,2011-12-27,2011.0,12.0,,,,,,,1
+iSb1NTHc2zt6GaGl4kj4wlDJgew7HIizfTJ5pnekXg=,4.0,21.0,female,3.0,20130207.0,21.0,2013-02-07,2013.0,2.0,1.0,195.0,894.0,894.0,0.0,0.0,1
/zMUiFzgBzknk4TgFvy463kNm5fKpf323Gw+Bh/+Hpc=,1.0,0.0,,9.0,20150526.0,,2015-05-26,2015.0,5.0,2.0,30.0,149.0,149.0,1.0,0.5,1
AbNF+ah477AB6uCNI0Cy6fegEKjpgntfzy23j8TM3vw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
bG+l0XsX7qqDQ9ttvGFynY8YRtG4TESp8Qa1Q6xNz4o=,1.0,0.0,,7.0,20170201.0,,2017-02-01,2017.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
Ua265itblVSMyrBlNL7fEC/u8y3lcfzRmq2mP0ydX6A=,5.0,37.0,female,4.0,20160411.0,37.0,2016-04-11,2016.0,4.0,1.0,30.0,180.0,180.0,1.0,0.0,0
5Xw0vkYq2plRxst+ouz7o1TAJM46ZHtJ3SWV8kYw6WI=,13.0,35.0,female,9.0,20070511.0,35.0,2007-05-11,2007.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
TKSdbHwpr+RICcmkk+gP8edUxbsZPekWWoj89Y4Z3nk=,1.0,0.0,,7.0,20130814.0,,2013-08-14,2013.0,8.0,12.0,30.0,149.0,149.0,1.0,0.0,0
EUESagKdwfXhWwY27MU88M3MQyT/audfuyNPOSm1VmA=,12.0,0.0,male,4.0,20160420.0,,2016-04-20,2016.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
6icOEJahjQCwvNYcQMkeizAwKmh4ufXjb3F7mvGVhto=,1.0,0.0,,7.0,20130107.0,,2013-01-07,2013.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
r9kxhvcFXwd34BcIQj1DcUzxPfaA2IXDorMptyCu0ak=,13.0,50.0,male,9.0,20060213.0,50.0,2006-02-13,2006.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
qO8DoBIcjplGEPK8HF9jSKZyEUuUjRHRl5jKxFLwF8o=,1.0,0.0,,3.0,20140507.0,,2014-05-07,2014.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
jaZOOTRE23NTtRITSimyAxogacH/HDnBn5AEYsvvE7I=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
piek/dw8qFOlzXILl1URiROsM7tPJZGPckia1SqRQWE=,1.0,0.0,,7.0,20151205.0,,2015-12-05,2015.0,12.0,1.0,30.0,99.0,99.0,1.0,0.0,0
M+zyBN0/WVolkkpi5Retsqxf0FfCCER9JN+Rn/LKmgk=,1.0,0.0,,7.0,20150826.0,,2015-08-26,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
lx5wPGzl8BgXagNNuJRvLnWiltRxADcfUunBvgjGzEk=,4.0,26.0,female,3.0,20140403.0,26.0,2014-04-03,2014.0,4.0,1.0,30.0,180.0,180.0,0.0,0.0,0
jwJylp6HlippzcHaS6Lf9GIIkUqdmhtdn4hyT6hK58U=,1.0,0.0,,7.0,20150920.0,,2015-09-20,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
IpYUmf5Uj4huXi3fYq4rVBmtBGO1ALY/bplJmuKR/iQ=,13.0,29.0,male,3.0,20130826.0,29.0,2013-08-26,2013.0,8.0,1.0,30.0,149.0,149.0,1.0,0.0,0
9uoqqqQtlYJKN03NOgJVuPlLHnkB3vvQyfSeS8OQpgA=,22.0,28.0,female,9.0,20070422.0,28.0,2007-04-22,2007.0,4.0,,,,,,,1
l3joMO0yDebsTI1/35wS1RiS6vd3c2ZyZ1a4sPciAg4=,6.0,25.0,male,7.0,20150904.0,25.0,2015-09-04,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
NQXK7RjCrPw3MtCEJcxCE/brrkK4bH+l4ssvrMvkBgU=,1.0,0.0,,7.0,20160210.0,,2016-02-10,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
ZOxjcCNkJad+5qfF8Nqkz793APR6XCZLTBExK7ezToI=,4.0,42.0,female,9.0,20060201.0,42.0,2006-02-01,2006.0,2.0,1.0,30.0,180.0,180.0,1.0,0.0,0
G56aKCxA7SxhJwYQosF03ktzqgdaXyDGIW8don9MUlE=,4.0,49.0,male,3.0,20150718.0,49.0,2015-07-18,2015.0,7.0,,,,,,,0
4XCXLoBjFN/dV3JKX0vscSKunTDQ91DhrahADFAB4+s=,1.0,0.0,,7.0,20110309.0,,2011-03-09,2011.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
CXXHoXLHxAn+2gqAU+dELMFtfgtvqt70PwhqIH/3qYw=,1.0,0.0,,7.0,20140720.0,,2014-07-20,2014.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Dg3WlnWHxkJ5EeVuce7yyEY0AbKANn7kLimi4PiDhns=,1.0,0.0,,7.0,20130509.0,,2013-05-09,2013.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
EurvMTU2ZeoIT1H96GYHVax/0nmnTMMsgMy0LEZVc0E=,5.0,23.0,male,9.0,20140214.0,23.0,2014-02-14,2014.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
YYwBsdUKKRMs2WpHy+1HHpJAnrwFdNLdjXxeoVbHQMI=,1.0,0.0,,7.0,20140105.0,,2014-01-05,2014.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
Po57zj1ArxCyeYfNLMglXT0KujNY1qs1f3Kb1YCFjSc=,4.0,23.0,male,7.0,20140401.0,23.0,2014-04-01,2014.0,4.0,1.0,30.0,99.0,99.0,1.0,0.0,0
+iMlDYJeNVwTsGnuAPc5NIIb6TQuLaRGcaidvdsAD0U=,13.0,28.0,,9.0,20120701.0,28.0,2012-07-01,2012.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
47sS7ZqDA1Pd3q2s/OBPdVJaTabYZeWumJGG/0MagPI=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
kaFtkU2srOyC8E+tL1eF4PbVJCIH9ATHhG+sxpvXayM=,1.0,0.0,,7.0,20141030.0,,2014-10-30,2014.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
En4tEVaBZA+nyV4Bzi6aEG4dYhcqc4/Q/fEpnGYOkAM=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
ysyfcRnCZYr/kWeUGUvsxvpI/FrwfKnpc4KEXMfh8vo=,1.0,0.0,,4.0,20170202.0,,2017-02-02,2017.0,2.0,1.0,30.0,180.0,180.0,1.0,1.0,1
3p1L+vdnSyYRBaP8BQbpMAtUfcZXrRophPawjK2LqgE=,6.0,27.0,male,9.0,20151002.0,27.0,2015-10-02,2015.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
yDPRUG8bXi9BAwtxeeUTmacUwylQZITuaw8Pr7mHWjw=,13.0,30.0,male,3.0,20130205.0,30.0,2013-02-05,2013.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
pTdc8Z6FNm30/f4rzEFqcRck2JWOnCJ8Z+x93KN7C34=,1.0,0.0,,4.0,20160418.0,,2016-04-18,2016.0,4.0,1.0,30.0,180.0,180.0,1.0,0.0,0
E5j1TcFGzqXGb6193gpr65THc6cgROzVGpMLBBsJqDg=,5.0,40.0,female,9.0,20041114.0,40.0,2004-11-14,2004.0,11.0,6.0,30.0,149.0,149.0,1.0,0.0,1
YZgEri4bDLU+5tlrQJ0PWCB9+4OTbqUjnUUha7cDLxs=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
5fg33RTpze3vTLgY8Ce0rAR5Gc7FdtE0kFFNPTNHTXw=,1.0,0.0,,7.0,20110502.0,,2011-05-02,2011.0,5.0,1.0,30.0,129.0,129.0,1.0,0.0,0
sLOVMzaJ4+Klt1FYJJiqveHN14CSww6fhhYJ+XaPFP4=,17.0,0.0,,9.0,20150227.0,,2015-02-27,2015.0,2.0,2.0,30.0,149.0,149.0,1.0,0.0,0
U5GudWMpq6IgMAkPrcHqP3yRvAodDtj5tnJGihEkSuQ=,1.0,0.0,,7.0,20160704.0,,2016-07-04,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
EKX3rQBXt7NSteu9au9Vm8R75ZUj5Z1exZtlx7IQeBY=,13.0,16.0,female,3.0,20130119.0,16.0,2013-01-19,2013.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
84pELTQ7BEq5WCEtFQXsiNXX/q8FthfyytPkJiOlwSY=,12.0,33.0,male,9.0,20050306.0,33.0,2005-03-06,2005.0,3.0,1.0,30.0,180.0,180.0,1.0,0.0,0
fkM6YU3lP+cHH3WF25B0hQIhSnTI9fImzo82cmXjz9E=,5.0,47.0,male,7.0,20100412.0,47.0,2010-04-12,2010.0,4.0,1.0,30.0,129.0,129.0,1.0,0.0,1
FxucgJpIYM+UUOl0caLFUWWgr9mnJjhDtlRac0P+QSE=,1.0,0.0,,7.0,20170216.0,,2017-02-16,2017.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
gfWVuIIvwekjx/sawFPuyLsymQjin2d6Wx4jUp2TyWc=,5.0,23.0,female,3.0,20150516.0,23.0,2015-05-16,2015.0,5.0,2.0,30.0,180.0,180.0,1.0,0.0,0
hoCMstINIVBRJBwiWTMpS/ka3BkNwuxbhLAl8Pc8G2U=,5.0,0.0,,7.0,20120115.0,,2012-01-15,2012.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
hCVwdYGqEOVmi8MwFWl9K63oUvt4FnyMOW44HveZfYo=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
HuwrwrYE5kDBZztON7HRB0USLXgPSyzkA7g0w4YgYeo=,1.0,0.0,,7.0,20151014.0,,2015-10-14,2015.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
6GChuC0FhaxdyDrmeFpChljMusSRedNww6Nb2lcaJmw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
aEPHpaXo1ViGDb2GKG76Sm6MR2gOFmPgZB0AismCYqA=,1.0,0.0,,7.0,20140728.0,,2014-07-28,2014.0,7.0,1.0,30.0,99.0,99.0,1.0,0.0,0
dwMEyfScuTEHWsJIOKGThYBhO40VB7ERzSP72/dsYBU=,14.0,47.0,male,7.0,20120207.0,47.0,2012-02-07,2012.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
CJ0NnhabJN4YZaveTtQTUo+iCRQKDSYs2mn+PxVSFPw=,1.0,0.0,,7.0,20160325.0,,2016-03-25,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
XJbTQwR6gQg5HgxezjFGFBVs7phlmhyfzY3mUfLaRmo=,22.0,19.0,male,9.0,20160327.0,19.0,2016-03-27,2016.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
Z7hhxhDBGjFv4hEhVwtd81by51RRGyp6v0BZe86ouYg=,,,,,,,,,,1.0,30.0,149.0,149.0,1.0,0.0,0
UroCJs1oeBdAfWhGoVKqDHQLTEciR6CccOIWemtBgN8=,1.0,0.0,,9.0,20160802.0,,2016-08-02,2016.0,8.0,1.0,30.0,180.0,180.0,0.0,0.0,0
RbLe/n5WHlVp+0ulo6dr5lDY9DofsZQiPC1/SQ3BWWI=,1.0,0.0,,9.0,20160731.0,,2016-07-31,2016.0,7.0,,,,,,,0
8gP9GyWTU/zUD3aAE/bG3h41fNK/52RRg17FcCIhGAU=,5.0,32.0,,9.0,20110415.0,32.0,2011-04-15,2011.0,4.0,2.0,30.0,149.0,149.0,1.0,0.0,0
3VbwNpx0z2qtR6pfLu873Wie6DVlEF3Ylz5dAEIHvQs=,6.0,0.0,,9.0,20150909.0,,2015-09-09,2015.0,9.0,2.0,30.0,149.0,149.0,1.0,0.0,0
mnJ/YWfCzUP1dAuTAUu/ZCHWmI5gRV769ZTBxP0evGU=,4.0,47.0,male,7.0,20130418.0,47.0,2013-04-18,2013.0,4.0,1.0,30.0,149.0,149.0,1.0,0.0,0
a283KtkwwdWmjZWFzVrc0stoJ2RYxqsB8Bb43cjei6Q=,22.0,30.0,male,4.0,20160504.0,30.0,2016-05-04,2016.0,5.0,2.0,30.0,149.0,149.0,1.0,0.0,0
sCGsthtZJdJWqHLk7yUC9NI3UpuLlEYm/t5ymGJ5+Ks=,1.0,0.0,,7.0,20150907.0,,2015-09-07,2015.0,9.0,1.0,30.0,99.0,99.0,1.0,0.0,0
p8I4lahBBVetsOZlhmnMmp5x/x5rs/9NHuNq65vrAHM=,1.0,0.0,,9.0,20161016.0,,2016-10-16,2016.0,10.0,1.0,30.0,149.0,149.0,0.0,0.0,0
tpZ4/NrSl+h/kxEOntq2MsTYTVFq9sZXELZ5+v172CE=,1.0,0.0,,4.0,20161009.0,,2016-10-09,2016.0,10.0,1.0,30.0,180.0,180.0,1.0,0.0,0
jwQmUnTVshs9qrbcNP9RuBPRVH+isAlRk+NYMoYiUI0=,1.0,0.0,,7.0,20160312.0,,2016-03-12,2016.0,3.0,1.0,30.0,99.0,99.0,1.0,0.0,0
UH2soXyeQoqtkV9jPbTSVvciUddRDo0GuQbeoNHyMnU=,13.0,22.0,male,9.0,20150807.0,22.0,2015-08-07,2015.0,8.0,2.0,30.0,149.0,149.0,1.0,0.0,0
e914PdmGEs78PAbkMaNY9ZyFMCqHoP8+x4slrWbvJzQ=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
vpbrU+AX6I3toHVwvCGd7Jm+ZP0IEQxAzzYlDBGYzKo=,1.0,0.0,,7.0,20150809.0,,2015-08-09,2015.0,8.0,1.0,30.0,99.0,99.0,1.0,0.0,0
La42nQ8gutXL1lTTteBouy77Yxw3oLGSkx35kDYKG04=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
3VIeKYVnL2dzQj5A6kXlnT+AgNYOUnit8Iv0MtP7ZIM=,5.0,25.0,female,9.0,20090204.0,25.0,2009-02-04,2009.0,2.0,1.0,30.0,149.0,149.0,1.0,0.0,0
L5e58s4xLYgu9MmWMx5y1CeSxtrtOIxSfqCAj3pG9wc=,1.0,0.0,,7.0,20160210.0,,2016-02-10,2016.0,2.0,1.0,30.0,99.0,99.0,1.0,0.0,0
UaNYtKk89ZAsdmL7hEvMbHMG5xT8thJbfOSqAXUBrdY=,4.0,31.0,female,9.0,20051103.0,31.0,2005-11-03,2005.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
w1k1x0YqQwIYaCqUcILYkdNzzo6C/a6ltKo77G1xceI=,1.0,0.0,,7.0,20151004.0,,2015-10-04,2015.0,10.0,1.0,30.0,99.0,99.0,1.0,0.0,0
bJr4ldDVS8dL03jBfmT200VfnnMbmbLl4kUdULRGMOU=,5.0,40.0,female,9.0,20071118.0,40.0,2007-11-18,2007.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
LwuDpZvo/+80yugVyhgWGoaww0F/asbK4aGZ3xSbc9E=,1.0,0.0,,7.0,20110519.0,,2011-05-19,2011.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
5tRcaOUZkVIdSJhnDGkCScs8ya6R0dItH0ue9zYbap8=,1.0,0.0,,7.0,20170119.0,,2017-01-19,2017.0,1.0,1.0,30.0,100.0,100.0,1.0,0.0,0
EnArG2uneO/coXFaGr/fmIrPqGhF1TxSQk58XPPfo3s=,1.0,0.0,,7.0,20160725.0,,2016-07-25,2016.0,7.0,1.0,30.0,99.0,99.0,1.0,1.0,1
x6hKBklCUrnGy2xegjWi1w+CBNtfgNxXFUZgzYLw0yM=,8.0,20.0,female,4.0,20161029.0,20.0,2016-10-29,2016.0,10.0,,,,,,,0
cRmGWYlRORP6Ml4Z6qMgniGwM1nPuu6vP1pBiObNMtY=,1.0,0.0,,7.0,20150224.0,,2015-02-24,2015.0,2.0,1.0,30.0,100.0,100.0,1.0,0.0,0
Xs/3FstEApQygPxWn6FoB0vnL2tKAgaz0UA31ZJA3eQ=,1.0,0.0,,7.0,20140602.0,,2014-06-02,2014.0,6.0,2.0,30.0,180.0,180.0,1.0,0.5,0
RkhHud1DXzgZxaYWypvOfjy/leYkTdRJlCkycFCe/Ho=,1.0,0.0,,7.0,20151105.0,,2015-11-05,2015.0,11.0,1.0,30.0,99.0,99.0,1.0,0.0,0
1+5BGhMlSV0OqEIRCnaddo76U0HLn8wasy+RGalxHUA=,15.0,21.0,male,4.0,20160504.0,21.0,2016-05-04,2016.0,5.0,1.0,30.0,149.0,149.0,0.0,0.0,0
Prw1dVlQKI2o4LxaZrClelHF6UrxerZt98Jqft2VNFI=,5.0,18.0,male,3.0,20140701.0,18.0,2014-07-01,2014.0,7.0,1.0,30.0,149.0,149.0,0.0,0.0,0
KEEL3AkJIuzDdJ1e7zeWDG5UR8vr/GrkQcy1M1/1iXM=,5.0,33.0,female,9.0,20080322.0,33.0,2008-03-22,2008.0,3.0,1.0,30.0,149.0,149.0,1.0,0.0,0
8JLF0xYcefagBS+lO1ogAC62ZDCWeZySEScnmdOT2Po=,1.0,0.0,,7.0,20160105.0,,2016-01-05,2016.0,1.0,1.0,30.0,99.0,99.0,1.0,0.0,0
5KFzNqURVHclaGmbswlLlhmY//JuOVIAL9cpvfUd6Kw=,1.0,0.0,,7.0,20170122.0,,2017-01-22,2017.0,1.0,1.0,30.0,100.0,100.0,1.0,0.0,0
W9ccSl4WaxPc5/bPG68Wwg4Mo8SARfQUPsOb69J0/7E=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
ptmE2G6MSr9PtN2KNRiRrzhZXvHttpd+SEiVXiIx0/A=,15.0,28.0,female,9.0,20111030.0,28.0,2011-10-30,2011.0,10.0,2.0,30.0,149.0,149.0,1.0,0.0,0
5Trf7belg5rsp4Fi7mGEsHo1KkO2CY2AABzWK1cm8GQ=,6.0,37.0,male,9.0,20160113.0,37.0,2016-01-13,2016.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
3ni2ejkmCVXybq6PdLCXU0pN7lIa/gpVQ0LsazrsP+g=,18.0,39.0,male,9.0,20041111.0,39.0,2004-11-11,2004.0,11.0,1.0,30.0,149.0,149.0,1.0,0.0,0
c3POGP39QaTgO0swdpoLkkktC502ZPaAwtiQ8eHMggU=,5.0,23.0,female,9.0,20131214.0,23.0,2013-12-14,2013.0,12.0,1.0,30.0,149.0,149.0,1.0,0.0,0
66icgvoT3gIUFjr7feHjHNBCkYEx+/tD3KpsR+CpSGc=,1.0,0.0,,4.0,20160731.0,,2016-07-31,2016.0,7.0,1.0,30.0,180.0,180.0,1.0,0.0,0
5URyF6+i+0dByxETlZ/nqar/2olrpXC93LfpdpYWNhA=,9.0,18.0,male,3.0,20150708.0,18.0,2015-07-08,2015.0,7.0,2.0,30.0,149.0,149.0,1.0,0.0,0
Tpb7NPCvoXrHJ1HGnChV/YsgX5nOJYdWwsVrGYDS1T8=,1.0,0.0,,7.0,20101004.0,,2010-10-04,2010.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
zm6hGxbTHjdjkP7xF0YsQ4lr6xAQQ7A6X/ZWJgx4mWU=,3.0,38.0,female,7.0,20110719.0,38.0,2011-07-19,2011.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
rCi0/dvWDGri/lFM+8rt2Av/akDg9giqV2PlWGPmZuk=,1.0,0.0,,7.0,20110722.0,,2011-07-22,2011.0,7.0,1.0,30.0,149.0,149.0,1.0,0.0,0
PxiFl5zXUaHrcnqx0B1eKpjmQtYkd1t9Kb+NMp/87Mk=,1.0,0.0,,7.0,20150512.0,,2015-05-12,2015.0,5.0,1.0,30.0,149.0,149.0,1.0,0.0,0
k0VnlpU5Ctpy+UTm/LXMW3Q/quSEWP5f1uZiRDJVH+M=,10.0,27.0,male,9.0,20110101.0,27.0,2011-01-01,2011.0,1.0,1.0,30.0,149.0,149.0,1.0,0.0,0
2Wj7mPzjDHg9qXpKigmjE+w8TunRZNTI9CK9/xE7mWY=,1.0,0.0,,7.0,20141027.0,,2014-10-27,2014.0,10.0,1.0,30.0,149.0,149.0,1.0,0.0,0
wksDP+JDsg6OxMHWfc+toNEHxiLwjPJP3PQG1jv3kxI=,14.0,18.0,female,3.0,20150816.0,18.0,2015-08-16,2015.0,8.0,1.0,30.0,149.0,149.0,0.0,0.0,0
eOjuZ6hjc9dnSu5krTOK1TP8vUsHLAo/hskWf26GPAg=,5.0,25.0,male,9.0,20090929.0,25.0,2009-09-29,2009.0,9.0,1.0,30.0,180.0,180.0,0.0,0.0,0
bbWMh8/sOb7ReSCQl+KQemj8OUH/ylsW/AwU9Z2pvQw=,,,,,,,,,,1.0,30.0,99.0,99.0,1.0,0.0,0
StgDzZ6Ay85nVuXfkX/mO7KOPwgqpNO1jM7wxuCjM7M=,1.0,0.0,,7.0,20140509.0,,2014-05-09,2014.0,5.0,1.0,30.0,99.0,99.0,1.0,0.0,0
